Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[113]    0.0    0.00    0.00     385         void std::__move_median_to_first<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [113]
                0.00    0.00    1025/27961       genetic_algorithm::comparator(chromosome, chromosome) [81]
-----------------------------------------------
                0.00    0.00      51/51          genetic_algorithm::start_genetic_algorithm(int) [16]
[114]    0.0    0.00    0.00      51         genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
                0.00    0.00    1503/2308        segment_class::segment_class(segment_class const&) [100]
                0.00    0.00    1199/1200        segment_class::add_f_data(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [106]
                0.00    0.00    1195/1196        std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::operator=(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > const&) [107]
                0.00    0.00    1191/83298       std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
                0.00    0.00    1190/12726       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [86]
                0.00    0.00    1176/1177        segment_class::segment_class(int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [108]
                0.00    0.00    1069/1970        segment_class::clear() [105]
                0.00    0.00     819/819         void std::vector<segment_class, std::allocator<segment_class> >::_M_realloc_insert<segment_class const&>(__gnu_cxx::__normal_iterator<segment_class*, std::vector<segment_class, std::allocator<segment_class> > >, segment_class const&) [111]
-----------------------------------------------
                0.00    0.00      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[115]    0.0    0.00    0.00      50         genetic_algorithm::save_chromosome(chromosome&) [115]
-----------------------------------------------
                0.00    0.00      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[116]    0.0    0.00    0.00      50         void std::vector<chromosome, std::allocator<chromosome> >::_M_range_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > > >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, std::forward_iterator_tag) [116]
-----------------------------------------------
                0.00    0.00      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[117]    0.0    0.00    0.00      50         void std::__insertion_sort<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [117]
                0.00    0.00     750/27961       genetic_algorithm::comparator(chromosome, chromosome) [81]
                0.00    0.00     671/3621        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)>) [96]
-----------------------------------------------
                0.00    0.00      47/47          void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
[118]    0.0    0.00    0.00      47         void std::__adjust_heap<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [118]
                0.00    0.00     162/27961       genetic_algorithm::comparator(chromosome, chromosome) [81]
-----------------------------------------------
                0.00    0.00      43/43          menu(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [144]
[119]    0.0    0.00    0.00      43         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [119]
                0.00    0.00       7/7           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [124]
-----------------------------------------------
                0.00    0.00       4/30          segment_class::save_segment() [136]
                0.00    0.00      26/30          core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
[120]    0.0    0.00    0.00      30         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
-----------------------------------------------
                0.00    0.00      16/16          shuffler(nn_core_filtered_data*) [126]
[121]    0.0    0.00    0.00      16         void std::vector<shuffling_data, std::allocator<shuffling_data> >::_M_realloc_insert<shuffling_data const&>(__gnu_cxx::__normal_iterator<shuffling_data*, std::vector<shuffling_data, std::allocator<shuffling_data> > >, shuffling_data const&) [121]
-----------------------------------------------
                0.00    0.00       1/11          start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00       4/11          segment_class::testing_for_each_label() [10]
                0.00    0.00       6/11          segment_class::train() [8]
[122]    0.0    0.00    0.00      11         segment_class::print_message() [122]
-----------------------------------------------
                0.00    0.00       2/8           segment_class::save_segment() [136]
                0.00    0.00       6/8           core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
[123]    0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [123]
                0.00    0.00       8/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       7/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [119]
[124]    0.0    0.00    0.00       7         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [124]
-----------------------------------------------
                0.00    0.00       3/3           segment_class::save_segment() [136]
[125]    0.0    0.00    0.00       3         core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
                0.00    0.00      41/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00      26/30          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
                0.00    0.00       6/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [123]
                0.00    0.00       3/3669        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [95]
-----------------------------------------------
                0.00    0.00       2/2           filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [54]
[126]    0.0    0.00    0.00       2         shuffler(nn_core_filtered_data*) [126]
                0.00    0.00     248/83298       std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
                0.00    0.00      16/16          void std::vector<shuffling_data, std::allocator<shuffling_data> >::_M_realloc_insert<shuffling_data const&>(__gnu_cxx::__normal_iterator<shuffling_data*, std::vector<shuffling_data, std::allocator<shuffling_data> > >, shuffling_data const&) [121]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[127]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z6clrscrv [127]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[128]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN13segment_class20predict_progress_barEv [128]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[129]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN17genetic_algorithm17get_random_numberEii [129]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[130]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN23modified_simplex_solver22make_solution_feasible29termination_condition_checkerEPNS_13simplex_tableE [130]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[131]    0.0    0.00    0.00       1         _GLOBAL__sub_I_iterations [131]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [215]
[132]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [132]
-----------------------------------------------
                0.00    0.00       1/1           menu(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [144]
[133]    0.0    0.00    0.00       1         select_data_file(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [133]
-----------------------------------------------
                0.00    0.00       1/1           menu(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [144]
[134]    0.0    0.00    0.00       1         get_no_of_threads() [134]
-----------------------------------------------
                0.00    0.00       1/1           segment_starter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [5]
[135]    0.0    0.00    0.00       1         get_critical_variables_from_user(unsigned int&, unsigned int&, unsigned int&) [135]
-----------------------------------------------
                0.00    0.00       1/1           segment_class::start_trainer() [7]
[136]    0.0    0.00    0.00       1         segment_class::save_segment() [136]
                0.00    0.00       9/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
                0.00    0.00       8/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00       4/30          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
                0.00    0.00       3/3           core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
                0.00    0.00       2/12726       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [86]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [123]
                0.00    0.00       1/1970        segment_class::clear() [105]
-----------------------------------------------
                0.00    0.00       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
[137]    0.0    0.00    0.00       1         segment_class::set_critical_variable(chromosome*) [137]
-----------------------------------------------
                0.00    0.00       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
[138]    0.0    0.00    0.00       1         genetic_algorithm::genetic_algorithm(unsigned int&, unsigned int&, unsigned int&, int&) [138]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [127] _GLOBAL__sub_I__Z6clrscrv [115] genetic_algorithm::save_chromosome(chromosome&) [119] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
 [128] _GLOBAL__sub_I__ZN13segment_class20predict_progress_barEv [15] genetic_algorithm::get_random_number(int, int) [124] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
 [129] _GLOBAL__sub_I__ZN17genetic_algorithm17get_random_numberEii [25] genetic_algorithm::tournament_selection(std::vector<chromosome, std::allocator<chromosome> >) [101] void std::vector<core_class*, std::allocator<core_class*> >::_M_realloc_insert<core_class* const&>(__gnu_cxx::__normal_iterator<core_class**, std::vector<core_class*, std::allocator<core_class*> > >, core_class* const&)
 [130] _GLOBAL__sub_I__ZN23modified_simplex_solver22make_solution_feasible29termination_condition_checkerEPNS_13simplex_tableE [114] genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [32] neuron*& std::vector<neuron*, std::allocator<neuron*> >::emplace_back<neuron*>(neuron*&&)
 [131] _GLOBAL__sub_I_iterations [16] genetic_algorithm::start_genetic_algorithm(int) [33] void std::vector<neuron*, std::allocator<neuron*> >::_M_realloc_insert<neuron*>(__gnu_cxx::__normal_iterator<neuron**, std::vector<neuron*, std::allocator<neuron*> > >, neuron*&&)
 [132] _GLOBAL__sub_I_main    [98] genetic_algorithm::chromosome_data_transfer(int, bool, chromosome&, chromosome&) [28] void std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >::_M_realloc_insert<std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&>(__gnu_cxx::__normal_iterator<std::vector<converted_data_pack, std::allocator<converted_data_pack> >*, std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > > >, std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&)
  [51] data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [42] genetic_algorithm::generate_initial_population() [109] std::vector<std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >, std::allocator<std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > > >::_M_default_append(unsigned long)
  [50] prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [18] genetic_algorithm::mutation(std::vector<chromosome, std::allocator<chromosome> >&) [64] void std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >::_M_realloc_insert<std::vector<neuron, std::allocator<neuron> > >(__gnu_cxx::__normal_iterator<std::vector<neuron, std::allocator<neuron> >*, std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > > >, std::vector<neuron, std::allocator<neuron> >&&)
   [6] start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [40] genetic_algorithm::crossover(std::vector<chromosome, std::allocator<chromosome> >&) [37] void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > > >(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::forward_iterator_tag)
 [133] select_data_file(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [138] genetic_algorithm::genetic_algorithm(unsigned int&, unsigned int&, unsigned int&, int&) [38] void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&)
  [55] datapack_analyzer(nn_core_data_package_class*) [35] converted_data_pack::converted_data_pack(converted_data_pack const&) [74] std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_erase(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >)
 [134] get_no_of_threads()    [77] converted_data_pack::~converted_data_pack() [30] std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::push_back(std::vector<float, std::allocator<float> > const&)
  [53] read_data_from_file(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [2] modified_simplex_solver::start_solver(converted_data_pack*) [89] std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector()
 [135] get_critical_variables_from_user(unsigned int&, unsigned int&, unsigned int&) [82] modified_simplex_solver::check_for_corrupt_cdp(converted_data_pack*) [85] std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::operator=(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&)
  [54] filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [66] modified_simplex_solver::make_solution_feasible::add_index_data(int, int) [63] double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&)
  [52] breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3] modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [69] void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&)
 [126] shuffler(nn_core_filtered_data*) [4] modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [72] long double& std::vector<long double, std::allocator<long double> >::emplace_back<long double>(long double&&)
  [17] core_class::train_core() [91] modified_simplex_solver::make_solution_feasible::conflicting_data_finder(modified_simplex_solver::simplex_table*) [68] void std::vector<long double, std::allocator<long double> >::_M_range_insert<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > > >(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, std::forward_iterator_tag)
 [102] core_class::set_critical_variable(chromosome) [23] modified_simplex_solver::make_solution_feasible::termination_condition_checker(modified_simplex_solver::simplex_table*) [34] void std::vector<long double, std::allocator<long double> >::_M_realloc_insert<long double const&>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long double const&)
  [47] core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [43] simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [12] float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&)
 [104] core_class::network_structure_modifier() [1] simplex_solver_data_preparation_class::lp_solver() [31] void std::vector<float, std::allocator<float> >::_M_range_insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::forward_iterator_tag)
 [103] core_class::load_training_data_into_core(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&, int&) [41] simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [67] std::vector<float, std::allocator<float> >::_M_default_append(unsigned long)
  [27] core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [48] simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, datapack_structure_defination*, ann*) [29] void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  [13] core_class::propagate(std::vector<float, std::allocator<float> >) [88] simplex_solver_data_preparation_class::~simplex_solver_data_preparation_class() [87] std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&)
